"측정년도","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"2023","강남구","0.041","0.012","0.7","0.004","63","38"
"2023","강남대로","0.044","0.009","1","0.004","68","44"
"2023","강동구","0.033","0.011","0.7","0.003","67","44"
"2023","강변북로","0.046","0.009","0.9","0.003","65","44"
"2023","강북구","0.032","0.016","0.8","0.003","64","34"
"2023","강서구","0.04","0.013","0.8","0.004","77","39"
"2023","공항대로","0.044","0.009","0.8","0.004","67","39"
"2023","관악구","0.043","0.011","0.8","0.003","68","37"
"2023","관악산","0.014","0.035","0.3","0.004","50","26"
"2023","광진구","0.027","0.011","0.8","0.003","62","38"
"2023","구로구","0.035","0.011","0.5","0.003","69","40"
"2023","금천구","0.038","0.013","0.7","0.004","60","41"
"2023","남산","0.033","0.015","1","0.004","62","39"
"2023","노원구","0.046","0.013","0.8","0.004","65","42"
"2023","도봉구","0.033","0.017","0.8","0.003","57","35"
"2023","도산대로","0.042","0.008","0.9","0.004","54","44"
"2023","동대문구","0.04","0.013","0.8","0.004","61","37"
"2023","동작구","0.043","0.012","0.7","0.004","68","43"
"2023","동작대로","0.048","0.01","0.9","0.004","70","41"
"2023","마포구","0.042","0.011","0.8","0.004","55","43"
"2023","마포아트센터","0.042","0.014","0.8","0.004","68","39"
"2023","북한산","0.015","0.026","0.4","0.003","52","31"
"2023","서대문구","0.036","0.014","0.9","0.006","61","36"
"2023","서울숲","0.041","0.012","0.9","0.004","64","38"
"2023","서초구","0.041","0.01","0.5","0.003","65","41"
"2023","성동구","0.04","0.011","0.7","0.004","66","34"
"2023","성북구","0.042","0.012","0.8","0.004","63","38"
"2023","세곡","0.04","0.011","1","0.005","66","42"
"2023","송파구","0.042","0.011","0.8","0.003","65","40"
"2023","시흥대로","0.049","0.009","0.8","0.004","64","32"
"2023","신촌로","0.046","0.008","0.9","0.004","73","46"
"2023","양천구","0.039","0.01","0.8","0.004","72","44"
"2023","영등포구","0.043","0.011","0.8","0.004","66","43"
"2023","영등포로","0.046","0.009","0.8","0.004","69","45"
"2023","올림픽공원","0.039","0.016","0.8","0.003","62","45"
"2023","용산구","0.037","0.012","0.7","0.004","61","37"
"2023","은평구","0.03","0.015","0.9","0.004","60","33"
"2023","자연사박물관","0.037","0.017","0.6","0.004","60","37"
"2023","정릉로","0.045","0.008","0.9","0.004","65","41"
"2023","종로","0.043","0.011","0.9","0.004","62","32"
"2023","종로구","0.04","0.013","0.8","0.004","63","43"
"2023","중구","0.038","0.018","0.7","0.004","67","48"
"2023","중랑구","0.04","0.013","0.7","0.003","62","40"
"2023","천호대로","0.047","0.008","0.9","0.004","66","41"
"2023","청계천로","0.039","0.011","0.8","0.004","66","37"
"2023","한강대로","0.044","0.012","0.9","0.003","70","41"
"2023","항동","0.023","0.014","0.9","0.004","58","36"
"2023","행주","0.031","0.014","0.6","0.004","62","35"
"2023","홍릉로","0.041","0.009","0.8","0.004","62","43"
"2023","화랑로","0.047","0.008","0.8","0.003","62","38"
"2022","강남구","0.023","0.03","0.4","0.003","32","18"
"2022","강남대로","0.031","0.019","0.6","0.003","37","19"
"2022","강동구","0.02","0.025","0.4","0.003","34","19"
"2022","강변북로","0.032","0.02","0.6","0.003","36","19"
"2022","강북구","0.015","0.032","0.4","0.002","34","18"
"2022","강서구","0.022","0.03","0.5","0.003","37","19"
"2022","공항대로","0.029","0.024","0.5","0.003","37","19"
"2022","관악구","0.023","0.027","0.5","0.003","34","18"
"2022","관악산","0.009","0.045","0.4","0.003","29","16"
"2022","광진구","0.019","0.028","0.5","0.003","32","18"
"2022","구로구","0.02","0.03","0.4","0.003","35","17"
"2022","금천구","0.022","0.029","0.4","0.003","31","19"
"2022","남산","0.019","0.036","0.5","0.003","28","14"
"2022","노원구","0.021","0.03","0.5","0.003","34","21"
"2022","도봉구","0.016","0.031","0.5","0.003","29","17"
"2022","도산대로","0.026","0.025","0.6","0.003","37","19"
"2022","동대문구","0.022","0.031","0.4","0.003","34","19"
"2022","동작구","0.022","0.031","0.4","0.003","35","20"
"2022","동작대로","0.034","0.024","0.5","0.003","37","20"
"2022","마포구","0.023","0.029","0.4","0.003","30","18"
"2022","마포아트센터","0.022","0.035","0.5","0.003","32","16"
"2022","북한산","0.009","0.035","0.3","0.002","26","16"
"2022","서대문구","0.018","0.029","0.6","0.003","30","16"
"2022","서울숲","0.02","0.026","0.5","0.003","34","16"
"2022","서초구","0.022","0.028","0.4","0.002","32","17"
"2022","성동구","0.021","0.028","0.4","0.003","35","16"
"2022","성북구","0.024","0.028","0.5","0.003","34","18"
"2022","세곡","0.023","0.025","0.6","0.003","36","18"
"2022","송파구","0.025","0.027","0.5","0.003","35","19"
"2022","시흥대로","0.035","0.022","0.5","0.003","36","18"
"2022","신촌로","0.034","0.022","0.6","0.003","39","20"
"2022","양천구","0.021","0.027","0.5","0.003","35","20"
"2022","영등포구","0.023","0.028","0.5","0.003","32","18"
"2022","영등포로","0.031","0.023","0.5","0.003","34","20"
"2022","올림픽공원","0.02","0.032","0.5","0.003","31","19"
"2022","용산구","0.021","0.029","0.4","0.003","33","19"
"2022","은평구","0.017","0.029","0.5","0.003","33","19"
"2022","자연사박물관","0.019","0.035","0.5","0.003","30","16"
"2022","정릉로","0.034","0.022","0.5","0.003","36","20"
"2022","종로","0.024","0.024","0.5","0.003","34","17"
"2022","종로구","0.022","0.031","0.5","0.003","33","20"
"2022","중구","0.024","0.03","0.4","0.003","30","19"
"2022","중랑구","0.021","0.031","0.4","0.003","33","18"
"2022","천호대로","0.031","0.022","0.5","0.003","37","19"
"2022","청계천로","0.026","0.026","0.5","0.004","37","20"
"2022","한강대로","0.029","0.02","0.5","0.003","43","19"
"2022","항동","0.019","0.026","0.5","0.003","33","16"
"2022","행주","0.017","0.028","0.5","0.003","34","17"
"2022","홍릉로","0.027","0.024","0.5","0.003","35","20"
"2022","화랑로","0.034","0.022","0.5","0.003","32","19"
"2021","강남구","0.024","0.028","0.4","0.003","37","20"
"2021","강남대로","0.032","0.02","0.7","0.003","40","19"
"2021","강동구","0.022","0.025","0.4","0.003","40","21"
"2021","강변북로","0.031","0.021","0.6","0.003","39","21"
"2021","강북구","0.016","0.029","0.4","0.003","39","19"
"2021","강서구","0.026","0.029","0.5","0.003","41","22"
"2021","공항대로","0.033","0.025","0.5","0.003","43","20"
"2021","관악구","0.027","0.028","0.5","0.003","36","19"
"2021","관악산","0.009","0.047","0.3","0.003","34","16"
"2021","광진구","0.02","0.027","0.5","0.003","37","20"
"2021","구로구","0.024","0.031","0.4","0.003","41","20"
"2021","금천구","0.025","0.028","0.4","0.003","38","22"
"2021","남산","0.016","0.034","0.5","0.003","33","18"
"2021","노원구","0.022","0.028","0.5","0.003","38","21"
"2021","도봉구","0.017","0.03","0.4","0.003","37","18"
"2021","도산대로","0.031","0.023","0.7","0.003","42","21"
"2021","동대문구","0.025","0.029","0.4","0.003","38","20"
"2021","동작구","0.024","0.027","0.4","0.003","41","21"
"2021","동작대로","0.039","0.021","0.5","0.003","42","19"
"2021","마포구","0.027","0.027","0.5","0.003","36","19"
"2021","마포아트센터","0.023","0.034","0.6","0.003","36","20"
"2021","북한산","0.011","0.033","0.4","0.002","31","18"
"2021","서대문구","0.018","0.029","0.5","0.004","34","20"
"2021","서울숲","0.024","0.027","0.5","0.003","40","19"
"2021","서초구","0.025","0.028","0.4","0.003","39","19"
"2021","성동구","0.027","0.03","0.4","0.003","38","19"
"2021","성북구","0.025","0.027","0.6","0.003","39","18"
"2021","세곡","0.024","0.025","0.6","0.003","41","20"
"2021","송파구","0.027","0.028","0.5","0.003","38","19"
"2021","시흥대로","0.042","0.02","0.6","0.004","47","23"
"2021","신촌로","0.039","0.018","0.6","0.003","41","22"
"2021","양천구","0.025","0.027","0.5","0.003","41","21"
"2021","영등포구","0.027","0.026","0.5","0.003","37","21"
"2021","영등포로","0.035","0.021","0.6","0.003","40","21"
"2021","올림픽공원","0.02","0.031","0.5","0.003","32","19"
"2021","용산구","0.022","0.023","0.4","0.003","37","19"
"2021","은평구","0.018","0.031","0.5","0.003","38","21"
"2021","자연사박물관","0.02","0.037","0.6","0.004","36","19"
"2021","정릉로","0.038","0.021","0.5","0.003","40","20"
"2021","종로","0.031","0.023","0.5","0.003","38","18"
"2021","종로구","0.023","0.029","0.5","0.003","40","21"
"2021","중구","0.027","0.026","0.5","0.003","41","21"
"2021","중랑구","0.023","0.029","0.4","0.003","38","18"
"2021","천호대로","0.033","0.022","0.5","0.003","45","21"
"2021","청계천로","0.031","0.026","0.6","0.004","40","22"
"2021","한강대로","0.031","0.017","0.6","0.003","46","20"
"2021","항동","0.023","0.026","0.4","0.003","40","19"
"2021","행주","0.021","0.03","0.6","0.003","40","20"
"2021","홍릉로","0.032","0.022","0.5","0.003","39","20"
"2021","화랑로","0.035","0.016","0.5","0.003","40","20"
"2020","강남구","0.025","0.026","0.5","0.003","32","21"
"2020","강남대로","0.034","0.018","0.7","0.003","37","19"
"2020","강동구","0.025","0.023","0.5","0.003","37","23"
"2020","강변북로","0.034","0.02","0.6","0.003","37","20"
"2020","강북구","0.02","0.024","0.4","0.003","38","21"
"2020","강서구","0.023","0.026","0.4","0.004","38","21"
"2020","공항대로","0.031","0.019","0.5","0.004","42","22"
"2020","관악구","0.028","0.025","0.5","0.003","35","19"
"2020","관악산","0.011","0.032","0.4","0.004","31","16"
"2020","광진구","0.02","0.024","0.6","0.003","34","20"
"2020","구로구","0.023","0.028","0.3","0.003","38","21"
"2020","금천구","0.025","0.022","0.5","0.003","35","22"
"2020","남산","0.022","0.031","0.6","0.003","30","17"
"2020","노원구","0.023","0.026","0.5","0.003","36","23"
"2020","도봉구","0.019","0.028","0.4","0.003","32","20"
"2020","도산대로","0.031","0.02","0.7","0.003","38","20"
"2020","동대문구","0.025","0.026","0.5","0.003","33","19"
"2020","동작구","0.025","0.023","0.4","0.003","40","22"
"2020","동작대로","0.042","0.02","0.5","0.004","42","22"
"2020","마포구","0.028","0.023","0.5","0.003","33","21"
"2020","마포아트센터","0.022","0.031","0.3","0.003","34","19"
"2020","북한산","0.011","0.032","0.4","0.002","30","15"
"2020","서대문구","0.02","0.027","0.6","0.003","34","20"
"2020","서울숲","0.022","0.02","0.4","0.003","33","17"
"2020","서초구","0.026","0.029","0.4","0.003","39","21"
"2020","성동구","0.025","0.025","0.4","0.003","34","21"
"2020","성북구","0.028","0.024","0.6","0.003","36","19"
"2020","세곡","0.027","0.019","0.7","0.003","38","21"
"2020","송파구","0.028","0.022","0.5","0.003","34","21"
"2020","시흥대로","0.038","0.02","0.6","0.004","41","23"
"2020","신촌로","0.037","0.019","0.6","0.003","40","24"
"2020","양천구","0.026","0.024","0.5","0.004","38","22"
"2020","영등포구","0.026","0.024","0.5","0.003","34","21"
"2020","영등포로","0.037","0.019","0.6","0.003","39","23"
"2020","올림픽공원","0.018","0.023","0.4","0.004","32","20"
"2020","용산구","0.02","0.022","0.5","0.003","36","20"
"2020","은평구","0.017","0.029","0.5","0.003","34","19"
"2020","자연사박물관","0.019","0.032","0.5","0.006","33","20"
"2020","정릉로","0.035","0.018","0.5","0.004","41","25"
"2020","종로","0.025","0.023","0.5","0.003","39","22"
"2020","종로구","0.025","0.025","0.5","0.004","36","22"
"2020","중구","0.024","0.024","0.5","0.003","36","23"
"2020","중랑구","0.024","0.024","0.5","0.003","35","19"
"2020","천호대로","0.035","0.021","0.6","0.004","41","21"
"2020","청계천로","0.028","0.022","0.6","0.004","39","26"
"2020","한강대로","0.03","0.02","0.6","0.003","42","21"
"2020","항동","0.023","0.023","0.4","0.003","37","21"
"2020","행주","0.026","0.022","0.7","0.003","37","21"
"2020","홍릉로","0.033","0.022","0.5","0.003","35","20"
"2020","화랑로","0.03","0.022","0.4","0.004","42","22"
"2019","강남구","0.028","0.022","0.5","0.005","41","25"
"2019","강남대로","0.047","0.017","0.6","0.004","47","26"
"2019","강동구","0.03","0.022","0.5","0.004","43","26"
"2019","강변북로","0.047","0.015","0.5","0.004","46","25"
"2019","강북구","0.021","0.028","0.5","0.003","46","25"
"2019","강서구","0.03","0.027","0.5","0.005","47","26"
"2019","공항대로","0.039","0.018","0.6","0.005","48","27"
"2019","관악구","0.031","0.026","0.5","0.004","50","29"
"2019","관악산","0.012","0.028","0.4","0.004","41","23"
"2019","광진구","0.027","0.022","0.7","0.004","43","27"
"2019","구로구","0.026","0.027","0.4","0.005","45","26"
"2019","금천구","0.031","0.022","0.5","0.004","39","25"
"2019","남산","0.023","0.03","0.8","0.005","43","24"
"2019","노원구","0.027","0.022","0.6","0.005","42","28"
"2019","도봉구","0.019","0.029","0.6","0.004","39","22"
"2019","도산대로","0.03","0.02","0.8","0.004","49","28"
"2019","동대문구","0.029","0.027","0.5","0.005","40","25"
"2019","동작구","0.03","0.024","0.5","0.003","44","27"
"2019","동작대로","0.047","0.017","0.6","0.006","47","25"
"2019","마포구","0.027","0.025","0.5","0.004","48","28"
"2019","마포아트센터","0.024","0.03","0.3","0.003","34","19"
"2019","북한산","0.011","0.029","0.6","0.003","35","21"
"2019","서대문구","0.023","0.027","0.8","0.004","42","24"
"2019","서울숲","0.024","0.023","0.5","0.004","42","20"
"2019","서초구","0.03","0.027","0.4","0.004","44","26"
"2019","성동구","0.032","0.027","0.5","0.004","46","26"
"2019","성북구","0.032","0.023","0.7","0.003","45","23"
"2019","세곡","0.032","0.018","0.9","0.004","37","21"
"2019","송파구","0.033","0.023","0.5","0.003","41","24"
"2019","시흥대로","0.045","0.02","0.7","0.004","42","23"
"2019","신촌로","0.047","0.018","0.7","0.004","45","27"
"2019","양천구","0.032","0.024","0.5","0.004","48","26"
"2019","영등포구","0.031","0.022","0.5","0.003","46","30"
"2019","영등포로","0.046","0.017","0.7","0.004","46","26"
"2019","올림픽공원","0.022","0.02","0.6","0.003","34","18"
"2019","용산구","0.032","0.023","0.5","0.003","35","24"
"2019","은평구","0.024","0.03","0.6","0.005","42","24"
"2019","자연사박물관","","0.018","0.5","","37","19"
"2019","정릉로","0.046","0.014","0.5","0.004","45","28"
"2019","종로","0.033","0.022","0.5","0.003","40","22"
"2019","종로구","0.03","0.023","0.6","0.004","38","23"
"2019","중구","0.032","0.027","0.6","0.003","38","23"
"2019","중랑구","0.024","0.025","0.5","0.006","38","24"
"2019","천호대로","0.041","0.02","0.6","0.003","47","23"
"2019","청계천로","0.036","0.022","0.7","0.004","40","26"
"2019","한강대로","0.04","0.017","0.6","0.004","49","28"
"2019","항동","0.033","0.021","0.6","0.004","40","23"
"2019","행주","0.025","0.028","0.7","0.004","45","23"
"2019","홍릉로","0.033","0.023","0.6","0.004","50","30"
"2019","화랑로","0.035","0.02","0.4","0.004","43","25"
"2018","강남구","0.031","0.017","0.5","0.005","35","22"
"2018","강남대로","0.045","0.015","0.6","0.004","47","26"
"2018","강동구","0.03","0.021","0.5","0.005","44","23"
"2018","강변북로","0.04","0.014","0.5","0.004","46","24"
"2018","강북구","0.021","0.029","0.4","0.003","35","19"
"2018","강서구","0.031","0.025","0.5","0.004","39","22"
"2018","공항대로","0.043","0.015","0.5","0.006","49","27"
"2018","관악구","0.032","0.023","0.4","0.004","44","27"
"2018","관악산","0.013","0.026","","0.004","33","18"
"2018","광진구","0.027","0.021","0.6","0.005","40","21"
"2018","구로구","0.026","0.026","0.4","0.005","43","23"
"2018","금천구","0.031","0.023","0.5","0.004","39","23"
"2018","남산","0.029","0.028","0.6","0.005","38","19"
"2018","노원구","0.026","0.023","0.5","0.005","39","22"
"2018","도봉구","0.023","0.026","0.6","0.005","41","23"
"2018","도산대로","0.034","0.017","0.7","0.004","48","26"
"2018","동대문구","0.033","0.021","0.5","0.007","36","23"
"2018","동작구","0.029","0.025","0.5","0.004","40","22"
"2018","동작대로","0.039","0.016","0.6","0.005","49","26"
"2018","마포구","0.026","0.024","0.5","0.004","44","25"
"2018","북한산","0.01","0.027","0.5","0.003","33","21"
"2018","서대문구","0.024","0.026","0.6","0.004","41","23"
"2018","서초구","0.028","0.025","0.4","0.004","42","22"
"2018","성동구","0.026","0.018","0.4","0.005","42","24"
"2018","성북구","0.029","0.021","0.6","0.004","42","22"
"2018","세곡","0.034","0.018","0.8","0.004","42","20"
"2018","송파구","0.027","0.024","0.6","0.004","42","22"
"2018","시흥대로","0.049","0.009","0.8","0.005","47","25"
"2018","신촌로","0.046","0.012","0.8","0.005","52","27"
"2018","양천구","0.033","0.022","0.5","0.004","37","23"
"2018","영등포구","0.027","0.022","0.6","0.005","48","28"
"2018","영등포로","0.047","0.013","0.6","0.006","52","28"
"2018","용산구","0.03","0.022","0.4","0.004","34","23"
"2018","은평구","0.025","0.028","0.5","0.004","42","26"
"2018","정릉로","0.044","0.018","0.6","0.005","47","27"
"2018","종로","0.037","0.021","0.5","0.004","36","20"
"2018","종로구","0.032","0.025","0.6","0.005","35","21"
"2018","중구","0.031","0.025","0.5","0.003","36","22"
"2018","중랑구","0.026","0.022","0.5","0.006","35","21"
"2018","천호대로","0.042","0.018","0.6","0.004","48","24"
"2018","청계천로","0.038","0.021","0.6","0.006","43","27"
"2018","한강대로","0.046","0.018","0.6","0.005","51","27"
"2018","항동","0.022","0.021","0.5","0.008","53","33"
"2018","행주","0.023","0.024","0.7","0.004","46","21"
"2018","홍릉로","0.036","0.018","0.7","0.005","46","29"
"2018","화랑로","0.033","0.016","0.5","0.004","43","23"
"2017","강남구","0.03","0.02","0.4","0.005","44","25"
"2017","강남대로","0.059","0.013","0.7","0.005","57","25"
"2017","강동구","0.031","0.023","0.5","0.004","48","24"
"2017","강변북로","0.044","0.014","0.5","0.004","53","24"
"2017","강북구","0.024","0.031","0.5","0.004","37","22"
"2017","강서구","0.032","0.027","0.5","0.006","47","24"
"2017","공항대로","0.047","0.016","0.5","0.006","65","33"
"2017","관악구","0.032","0.025","0.5","0.006","43","26"
"2017","광진구","0.031","0.028","0.6","0.004","42","25"
"2017","구로구","0.023","0.023","0.5","0.006","45","25"
"2017","금천구","0.032","0.026","0.5","0.004","41","26"
"2017","노원구","0.03","0.028","0.5","0.004","42","25"
"2017","도봉구","0.026","0.027","0.5","0.005","44","24"
"2017","도산대로","0.037","0.018","0.7","0.005","52","26"
"2017","동대문구","0.029","0.022","0.5","0.005","44","22"
"2017","동작구","0.031","0.027","0.5","0.004","42","25"
"2017","동작대로","0.054","0.015","0.7","0.006","55","29"
"2017","마포구","0.03","0.026","0.5","0.004","41","28"
"2017","서대문구","0.027","0.025","0.5","0.005","46","24"
"2017","서초구","0.028","0.025","0.5","0.005","47","24"
"2017","성동구","0.029","0.021","0.5","0.004","48","25"
"2017","성북구","0.033","0.023","0.6","0.004","47","26"
"2017","송파구","0.029","0.025","0.6","0.005","45","23"
"2017","신촌로","0.052","0.012","0.9","0.006","53","28"
"2017","양천구","0.031","0.022","0.5","0.005","43","28"
"2017","영등포구","0.03","0.026","0.7","0.005","49","24"
"2017","영등포로","0.053","0.013","0.5","0.006","59","28"
"2017","용산구","0.029","0.02","0.4","0.004","39","25"
"2017","은평구","0.026","0.028","0.6","0.004","44","23"
"2017","정릉로","0.036","0.019","0.6","0.006","56","27"
"2017","종로","0.04","0.019","0.5","0.004","44","28"
"2017","종로구","0.034","0.026","0.6","0.004","40","24"
"2017","중구","0.035","0.025","0.5","0.004","40","24"
"2017","중랑구","0.029","0.023","0.4","0.006","45","25"
"2017","천호대로","0.043","0.017","0.5","0.004","50","27"
"2017","청계천로","0.041","0.019","0.5","0.006","47","29"
"2017","한강대로","0.045","0.018","0.6","0.005","58","26"
"2017","홍릉로","0.043","0.017","0.5","0.005","49","29"
"2017","화랑로","0.041","0.017","0.6","0.004","52","25"
"2016","강남구","0.033","0.023","0.4","0.005","51","27"
"2016","강남대로","0.068","0.012","0.8","0.007","59","29"
"2016","강동구","0.033","0.019","0.5","0.004","53","27"
"2016","강변북로","0.051","0.013","0.6","0.005","57","26"
"2016","강북구","0.03","0.027","0.5","0.004","42","26"
"2016","강서구","0.029","0.023","0.4","0.006","51","26"
"2016","공항대로","0.041","0.012","0.6","0.005","66","27"
"2016","관악구","0.035","0.026","0.6","0.006","48","29"
"2016","광진구","0.032","0.023","0.6","0.004","49","29"
"2016","구로구","0.026","0.024","0.5","0.006","51","27"
"2016","금천구","0.034","0.026","0.5","0.004","45","26"
"2016","노원구","0.028","0.026","0.5","0.006","40","26"
"2016","도봉구","0.028","0.029","0.5","0.005","47","24"
"2016","도산대로","0.044","0.018","0.8","0.005","51","25"
"2016","동대문구","0.033","0.021","0.6","0.006","49","26"
"2016","동작구","0.033","0.024","0.5","0.004","43","25"
"2016","동작대로","0.058","0.015","0.7","0.006","65","38"
"2016","마포구","0.033","0.026","0.6","0.005","46","28"
"2016","서대문구","0.026","0.028","0.5","0.004","50","24"
"2016","서초구","0.031","0.024","0.5","0.005","51","24"
"2016","성동구","0.034","0.02","0.5","0.005","53","26"
"2016","성북구","0.034","0.021","0.6","0.005","49","25"
"2016","송파구","0.032","0.024","0.6","0.005","46","25"
"2016","신촌로","0.052","0.012","0.8","0.006","65","29"
"2016","양천구","0.033","0.027","0.5","0.004","47","25"
"2016","영등포구","0.027","0.024","0.7","0.004","55","27"
"2016","영등포로","0.058","0.013","0.5","0.007","60","29"
"2016","용산구","0.032","0.022","0.5","0.005","42","28"
"2016","은평구","0.03","0.025","0.5","0.006","47","24"
"2016","정릉로","0.031","0.024","0.6","0.006","56","28"
"2016","종로","0.044","0.016","0.5","0.004","46","24"
"2016","종로구","0.03","0.02","0.4","0.004","46","29"
"2016","중구","0.036","0.023","0.6","0.005","47","26"
"2016","중랑구","0.032","0.024","0.5","0.006","50","27"
"2016","천호대로","0.044","0.017","0.6","0.005","44","25"
"2016","청계천로","0.046","0.018","0.6","0.008","44","21"
"2016","한강대로","0.048","0.017","0.6","0.005","60","29"
"2016","홍릉로","0.046","0.014","0.7","0.007","45","29"
"2016","화랑로","0.05","0.016","0.7","0.005","55","28"
"2015","강남구","0.035","0.021","0.5","0.005","46","23"
"2015","강남대로","0.066","0.011","0.8","0.006","53","26"
"2015","강동구","0.031","0.021","0.5","0.005","44","22"
"2015","강변북로","0.053","0.013","0.6","0.005","49","26"
"2015","강북구","0.03","0.021","0.4","0.005","43","22"
"2015","강서구","0.03","0.023","0.4","0.006","48","25"
"2015","공항대로","0.035","0.016","0.7","0.006","70","30"
"2015","관악구","0.035","0.022","0.7","0.005","51","26"
"2015","광진구","0.031","0.021","0.5","0.005","45","22"
"2015","구로구","0.028","0.025","0.6","0.006","46","24"
"2015","금천구","0.033","0.019","0.6","0.006","47","27"
"2015","노원구","0.03","0.022","0.5","0.006","46","20"
"2015","도봉구","0.03","0.026","0.5","0.005","43","22"
"2015","도산대로","0.049","0.015","0.8","0.005","50","24"
"2015","동대문구","0.035","0.023","0.5","0.006","44","23"
"2015","동작구","0.034","0.025","0.5","0.006","44","24"
"2015","동작대로","0.058","0.012","0.7","0.007","55","28"
