"측정년도","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"2005","홍지문","0.047","0.01","1","0.009","70",""
"2004","강남구","0.036","0.014","0.5","0.005","53",""
"2004","강동구","0.037","0.015","0.6","0.005","52",""
"2004","강북구","0.039","0.013","0.7","0.006","66",""
"2004","강서구","0.039","0.016","0.7","0.005","61",""
"2004","관악구","0.044","0.018","0.6","0.005","66",""
"2004","광진구","0.036","0.015","0.5","0.004","61",""
"2004","구로구","0.042","0.015","0.7","0.006","58",""
"2004","구로구2","0.032","0.01","0.5","0.003","62",""
"2004","금천구","0.036","0.013","0.5","0.005","51",""
"2004","노원구","0.034","0.017","0.7","0.005","62",""
"2004","도봉구","0.032","0.016","0.4","0.003","63",""
"2004","도산대로","0.049","0.009","1.1","0.009","69",""
"2004","동대문구","0.038","0.013","0.6","0.006","63",""
"2004","동작구","0.031","0.01","0.5","0.005","57",""
"2004","마포구","0.035","0.015","0.6","0.005","39",""
"2004","서대문구","0.04","0.012","0.7","0.004","56",""
"2004","서초구","0.038","0.011","0.6","0.006","63",""
"2004","성동구","0.036","0.012","0.6","0.004","63",""
"2004","성북구","0.033","0.011","0.6","0.003","63",""
"2004","송파구","0.033","0.013","0.4","0.004","55",""
"2004","송파구2","0.039","0.013","0.6","0.005","59",""
"2004","신촌로","0.062","0.007","0.7","0.006","72",""
"2004","양천구","0.035","0.012","0.6","0.004","59",""
"2004","영등포구","0.046","0.014","0.5","0.007","63",""
"2004","영등포로","0.06","0.007","0.6","0.008","75",""
"2004","용산구","0.04","0.014","0.4","0.005","62",""
"2004","은평구","0.029","0.02","0.5","0.004","67",""
"2004","종로구","0.034","0.012","0.5","0.005","65",""
"2004","중구","0.045","0.014","0.7","0.004","77",""
"2004","중랑구","0.031","0.016","0.6","0.006","58",""
"2004","천호대로","","","","","",""
"2004","청계천로","0.07","0.007","0.6","0.007","78",""
"2004","한강대로","0.052","0.005","1","0.006","66",""
"2004","홍릉로","0.053","0.008","1.6","0.01","75",""
"2004","홍지문","0.053","0.007","0.9","0.011","74",""
"2003","강남구","0.04","0.012","0.7","0.006","63",""
"2003","강동구","0.036","0.016","0.7","0.005","64",""
"2003","강북구","0.032","0.013","0.7","0.005","79",""
"2003","강서구","0.041","0.015","0.7","0.004","68",""
"2003","관악구","0.046","0.014","0.7","0.006","68",""
"2003","광진구","0.032","0.012","0.6","0.004","82",""
"2003","구로구","0.04","0.012","0.8","0.005","62",""
"2003","구로구2","0.038","0.011","0.6","0.004","88",""
"2003","금천구","0.043","0.014","0.7","0.005","64",""
"2003","노원구","0.033","0.016","0.7","0.005","69",""
"2003","도봉구","0.032","0.014","0.4","0.005","68",""
"2003","도산대로","0.05","0.008","1.3","0.007","82",""
"2003","동대문구","0.039","0.013","0.9","0.006","64",""
"2003","동작구","0.039","0.013","0.6","0.004","59",""
"2003","마포구","0.044","0.015","0.7","0.005","73",""
"2003","서대문구","0.041","0.013","0.6","0.004","65",""
"2003","서초구","0.044","0.013","0.5","0.006","65",""
"2003","성동구","0.035","0.012","0.6","0.004","77",""
"2003","성북구","0.028","0.013","0.7","0.003","77",""
"2003","송파구","0.035","0.014","0.4","0.004","69",""
"2003","송파구2","0.039","0.013","0.6","0.005","67",""
"2003","신촌로","0.039","0.009","0.7","0.007","79",""
"2003","양천구","0.035","0.012","0.7","0.004","69",""
"2003","영등포구","0.047","0.012","0.7","0.007","68",""
"2003","영등포로","0.048","0.009","0.5","0.005","59",""
"2003","용산구","0.043","0.013","0.5","0.005","66",""
"2003","은평구","0.033","0.02","0.6","0.004","73",""
"2003","종로구","0.031","0.011","0.6","0.004","63",""
"2003","중구","0.038","0.014","0.8","0.005","79",""
"2003","중랑구","0.042","0.013","0.7","0.007","63",""
"2003","천호대로","","","","","",""
"2003","청계천로","0.056","0.008","0.8","0.006","77",""
"2003","한강대로","0.044","0.008","1.1","0.005","68",""
"2003","홍릉로","0.055","0.008","1.4","0.008","74",""
"2003","홍지문","0.053","0.009","1","0.007","72",""
"2002","강남구","0.039","0.015","0.7","0.005","95",""
"2002","강동구","0.039","0.014","0.6","0.004","72",""
"2002","강북구","0.034","0.011","0.7","0.005","79",""
"2002","강서구","0.037","0.015","0.7","0.003","75",""
"2002","관악구","0.045","0.017","0.7","0.006","82",""
"2002","광진구","0.034","0.015","0.7","0.005","85",""
"2002","구로구","0.038","0.012","0.5","0.005","68",""
"2002","구로구2","0.033","0.013","0.7","0.004","92",""
"2002","금천구","0.036","0.011","0.7","0.005","66",""
"2002","노원구","0.032","0.015","0.7","0.004","77",""
"2002","도봉구","0.033","0.017","0.4","0.005","76",""
"2002","도산대로","0.053","0.008","1.2","0.005","77",""
"2002","동대문구","0.038","0.013","0.9","0.005","74",""
"2002","동작구","0.034","0.014","0.7","0.005","57",""
"2002","마포구","0.04","0.016","0.7","0.006","78",""
"2002","서대문구","0.038","0.011","0.6","0.004","66",""
"2002","서초구","0.037","0.013","0.5","0.005","71",""
"2002","성동구","0.031","0.009","0.6","0.004","83",""
"2002","성북구","0.035","0.013","0.7","0.004","70",""
"2002","송파구","0.031","0.014","0.4","0.004","77",""
"2002","송파구2","0.038","0.015","0.7","0.006","81",""
"2002","신촌로","0.06","0.01","0.8","0.006","87",""
"2002","양천구","0.035","0.013","0.7","0.004","73",""
"2002","영등포구","0.04","0.014","0.6","0.007","73",""
"2002","영등포로","0.062","0.01","0.7","0.008","85",""
"2002","용산구","0.039","0.012","0.5","0.005","77",""
"2002","은평구","0.031","0.021","0.8","0.005","77",""
"2002","종로구","","","","","",""
"2002","중구","0.03","0.018","1","0.005","96",""
"2002","중랑구","0.043","0.014","0.6","0.005","76",""
"2002","천호대로","","","","","",""
"2002","청계천로","0.046","0.008","0.7","0.005","87",""
"2002","한강대로","0.045","0.01","1.1","0.005","72",""
"2002","홍릉로","0.074","","1.3","","94",""
"2002","홍지문","0.05","0.012","1.3","0.006","",""
"2001","강남구","0.037","0.014","0.9","0.004","81",""
"2001","강동구","0.044","0.012","0.9","0.003","89",""
"2001","강북구","0.047","0.012","0.7","0.004","85",""
"2001","강서구","0.035","0.015","0.7","0.004","66",""
"2001","관악구","0.034","0.024","0.9","0.005","",""
"2001","광진구","0.041","0.016","0.8","0.004","83",""
"2001","구로구","0.038","0.013","0.7","0.005","61",""
"2001","구로구2","0.031","0.012","0.7","0.003","83",""
"2001","금천구","0.036","0.013","0.8","0.003","59",""
"2001","노원구","0.035","0.021","0.8","0.005","75",""
"2001","도봉구","0.029","0.018","0.7","0.005","66",""
"2001","도산대로","0.057","0.009","1.3","0.005","55",""
"2001","동대문구","0.037","0.016","0.8","0.005","73",""
"2001","동작구","0.037","0.012","0.7","0.004","61",""
"2001","마포구","0.038","0.011","0.9","0.006","73",""
"2001","서대문구","0.039","0.013","0.8","0.004","62",""
"2001","서초구","0.035","0.012","0.4","0.005","55",""
"2001","성동구","0.037","0.01","0.7","0.004","83",""
"2001","성북구","0.03","0.016","1.5","0.007","64",""
"2001","송파구","0.031","0.014","0.5","0.004","60",""
"2001","송파구2","0.046","0.015","0.8","0.005","50",""
"2001","신촌로","0.066","0.012","0.8","0.008","70",""
"2001","양천구","0.038","0.011","0.8","0.004","76",""
"2001","영등포구","0.035","0.018","1.4","0.008","53",""
"2001","영등포로","0.055","0.01","1.1","0.006","72",""
"2001","용산구","0.036","0.014","0.5","0.005","65",""
"2001","은평구","0.029","0.023","1.2","0.007","59",""
"2001","종로구","0.047","0.021","0.8","0.005","94",""
"2001","중구","0.036","0.014","1.3","0.008","57",""
"2001","중랑구","0.032","0.018","1.6","0.007","84",""
"2001","천호대로","","","","","",""
"2001","청계천로","0.043","0.011","0.7","0.005","71",""
"2001","한강대로","0.058","0.014","1.5","0.008","88",""
"2001","홍릉로","0.064","","1","","69",""
"2001","홍지문","0.047","0.014","1.8","0.01","81",""
"2000","강남구","0.032","0.016","1","0.006","72",""
"2000","강동구","0.037","0.015","0.8","0.004","72",""
"2000","강북구","0.043","0.013","0.7","0.007","90",""
"2000","강서구","0.037","0.015","0.7","0.004","57",""
"2000","관악구","0.018","0.026","0.8","0.005","",""
"2000","광진구","0.035","0.014","0.7","0.005","70",""
"2000","구로구","0.038","0.016","0.7","0.005","51",""
"2000","구로구2","0.029","0.018","0.7","0.004","73",""
"2000","금천구","0.04","0.01","0.8","0.005","63",""
"2000","노원구","0.037","0.024","0.8","0.007","71",""
"2000","도봉구","0.03","0.022","0.8","0.007","67",""
"2000","도산대로","0.058","0.011","1.6","0.007","52",""
"2000","동대문구","0.032","0.015","1.1","0.007","58",""
"2000","동작구","0.031","0.01","0.8","0.006","58",""
"2000","마포구","0.034","0.017","1","0.008","65",""
"2000","서대문구","0.045","0.015","0.8","0.006","59",""
"2000","서초구","0.038","0.018","0.5","0.005","48",""
"2000","성동구","0.041","0.012","0.7","0.004","75",""
"2000","성북구","0.026","0.019","0.9","0.011","",""
"2000","송파구","0.033","0.016","0.7","0.005","45",""
"2000","송파구2","0.036","0.016","0.9","0.01","44",""
"2000","신촌로","0.053","0.011","1.5","0.009","76",""
"2000","양천구","0.037","0.015","1","0.005","70",""
"2000","영등포구","0.038","0.017","1.2","0.008","46",""
"2000","영등포로","0.073","","1.6","","58",""
"2000","용산구","0.04","0.018","1","0.006","69",""
"2000","은평구","0.026","0.021","0.8","0.006","38",""
"2000","종로구","0.046","0.017","0.9","0.006","78",""
"2000","중구","0.026","0.013","1.4","0.008","53",""
"2000","중랑구","0.032","0.017","1.4","0.007","76",""
"2000","천호대로","","","","","",""
"2000","청계천로","0.061","","1.5","","69",""
"2000","한강대로","","","","","",""
"2000","홍릉로","0.076","","1.5","","69",""
"2000","홍지문","","","","","",""
"1999","강남구","0.025","0.016","1.3","0.006","68",""
"1999","강동구","0.035","0.015","0.8","0.006","75",""
"1999","강북구","0.035","0.011","0.9","0.007","68",""
"1999","강서구","0.042","0.016","0.7","0.007","56",""
"1999","관악구","0.013","0.026","1.1","0.004","",""
"1999","광진구","0.032","0.017","0.8","0.006","",""
"1999","구로구","0.04","0.017","0.8","0.008","58",""
"1999","구로구2","0.032","0.016","0.8","0.006","",""
"1999","금천구","0.036","0.013","1.2","0.008","63",""
"1999","노원구","0.036","0.017","0.8","0.005","72",""
"1999","도봉구","0.033","0.022","0.8","0.008","58",""
"1999","도산대로","0.063","0.01","1.5","0.005","",""
"1999","동대문구","0.029","0.014","1.4","0.008","66",""
"1999","동작구","0.033","0.013","1","0.008","59",""
"1999","마포구","0.023","0.014","1.4","0.007","71",""
"1999","서대문구","0.042","0.014","0.9","0.008","64",""
"1999","서초구","0.043","0.016","0.9","0.006","58",""
"1999","성동구","0.037","0.016","1","0.008","",""
"1999","성북구","0.035","0.015","1.2","0.01","",""
"1999","송파구","0.033","0.017","0.8","0.006","47",""
"1999","송파구2","0.021","0.017","1.7","0.01","53",""
"1999","신촌로","0.055","0.011","1.7","0.006","",""
"1999","양천구","0.036","0.013","1.1","0.006","77",""
"1999","영등포구","0.032","0.018","1.7","0.006","88",""
"1999","영등포로","0.059","","1.7","","",""
"1999","용산구","0.04","0.016","1.1","0.006","",""
"1999","은평구","0.027","0.023","1.1","0.006","50",""
"1999","종로구","0.033","0.015","1.1","0.006","73",""
"1999","중구","0.024","0.014","1.5","0.007","70",""
"1999","중랑구","0.023","0.015","1.5","0.009","96",""
"1999","천호대로","","","","","",""
"1999","청계천로","0.076","","1.6","","",""
"1999","한강대로","0.04","0.011","2.7","0.012","80",""
"1999","홍릉로","0.068","","1.6","","",""
"1999","홍지문","0.032","0.011","2.9","0.017","43",""
"1998","강남구","0.018","0.017","1.1","0.008","",""
"1998","강동구","0.033","0.015","0.8","0.005","65",""
"1998","강북구","0.04","0.013","1.2","0.01","67",""
"1998","강서구","0.051","0.017","0.9","0.006","58",""
"1998","관악구","0.022","0.023","1.2","0.005","",""
"1998","광진구","0.03","0.021","0.8","0.006","",""
"1998","구로구","0.031","0.012","0.7","0.009","57",""
"1998","구로구2","0.026","0.015","0.7","0.007","",""
"1998","금천구","0.032","0.013","1.2","0.007","65",""
"1998","노원구","0.032","0.016","1","0.008","65",""
"1998","도봉구","0.033","0.021","0.9","0.011","64",""
"1998","도산대로","0.056","0.008","1.5","0.006","",""
"1998","동대문구","0.033","0.015","1.4","0.008","64",""
"1998","동작구","0.033","0.018","0.9","0.01","64",""
"1998","마포구","0.029","0.011","1.3","0.006","91",""
"1998","서대문구","0.04","0.017","0.9","0.006","",""
"1998","서초구","0.04","0.016","0.9","0.006","53",""
"1998","성동구","0.031","0.018","1","0.009","",""
"1998","성북구","0.035","0.015","1.4","0.009","",""
"1998","송파구","0.032","0.019","0.8","0.007","46",""
"1998","송파구2","0.013","0.013","1.9","0.008","",""
"1998","신촌로","0.081","0.008","1.7","0.009","",""
"1998","양천구","0.036","0.015","1","0.008","64",""
"1998","영등포구","0.021","0.018","1.2","0.007","",""
"1998","영등포로","0.052","","1.7","","",""
"1998","용산구","0.039","0.017","1","0.007","",""
"1998","은평구","0.019","0.022","1.2","0.008","54",""
"1998","종로구","0.039","0.016","1.2","0.006","69",""
"1998","중구","0.026","0.013","1.6","0.007","49",""
"1998","중랑구","0.018","0.017","1.6","0.008","62",""
"1998","천호대로","","","","","",""
"1998","청계천로","0.072","","1.6","","",""
"1998","한강대로","0.018","0.009","2.9","0.009","78",""
"1998","홍릉로","0.063","0.088","1.5","0.006","",""
"1998","홍지문","0.049","0.01","2.5","0.016","54",""
"1997","강남구","0.027","0.016","1.7","0.014","1",""
"1997","강서구","0.047","0.016","0.9","0.007","60",""
"1997","관악구","0.023","0.022","0.8","0.007","",""
"1997","광진구","0.036","0.024","0.8","0.008","",""
"1997","구로구","0.032","0.012","0.7","0.009","77",""
"1997","구로구2","0.03","0.014","0.7","0.009","",""
"1997","도봉구","0.04","0.02","1","0.016","78",""
"1997","도산대로","0.07","0.01","2","0.009","",""
"1997","동대문구","0.041","0.012","1.3","0.011","79",""
"1997","마포구","0.032","0.01","1.6","0.01","87",""
"1997","서대문구","0.036","0.015","1","0.009","",""
"1997","서초구","0.037","0.015","1","0.01","60",""
"1997","성동구","0.032","0.015","1.1","0.012","",""
"1997","성북구","0.034","0.017","1.9","0.017","",""
"1997","송파구","0.039","0.017","0.8","0.005","55",""
"1997","송파구2","0.018","0.012","1.6","0.006","0",""
"1997","신촌로","0.067","0.009","1.9","0.014","",""
"1997","영등포구","0.031","0.016","1.3","0.017","",""
"1997","영등포로","0.079","","2","","",""
"1997","용산구","0.04","0.015","1.1","0.009","",""
"1997","은평구","0.02","0.018","1.4","0.008","56",""
"1997","종로구","","","","","",""
"1997","중구","0.028","0.013","1.1","0.011","57",""
"1997","중랑구","0.021","0.016","1.6","0.01","68",""
"1997","천호대로","","","","","",""
"1997","청계천로","0.08","","1.7","","",""
"1997","한강대로","0.048","0.011","2.6","0.012","75",""
"1997","홍릉로","0.065","0.012","1.5","0.018","",""
"1997","홍지문","0.038","0.011","2.8","0.015","78",""
"1996","강남구","0.021","0.013","1.3","0.012","",""
"1996","강서구","0.044","0.016","1","0.009","67",""
"1996","관악구","0.013","0.021","0.7","0.012","",""
"1996","광진구","0.036","0.023","0.8","0.009","",""
"1996","구로구","0.034","0.011","0.9","0.012","64",""
"1996","구로구2","0.03","0.015","0.9","0.011","",""
"1996","도봉구","0.042","0.021","1.1","0.016","83",""
"1996","도산대로","0.067","0.009","2.7","0.013","",""
"1996","동대문구","0.042","0.015","1.5","0.013","91",""
"1996","마포구","0.032","0.011","1.9","0.015","53",""
"1996","서대문구","0.032","0.012","1.2","0.012","",""
"1996","서초구","0.034","0.012","0.8","0.01","77",""
"1996","성동구","0.038","0.014","1.2","0.013","",""
"1996","성북구","0.029","0.016","1.5","0.024","",""
"1996","송파구","0.037","0.018","1","0.007","59",""
"1996","송파구2","0.037","0.018","1.4","0.014","",""
"1996","신촌로","0.087","0.009","2.2","0.017","",""
"1996","영등포구","0.028","0.015","1.7","0.023","",""
"1996","영등포로","0.074","0.018","2.7","0.004","",""
"1996","용산구","0.034","0.014","1.6","0.011","",""
"1996","은평구","0.019","0.02","1.7","0.007","58",""
"1996","중구","0.035","0.012","1.5","0.013","78",""
"1996","중랑구","0.042","0.015","1.2","0.014","84",""
"1996","천호대로","","","","","",""
"1996","청계천로","0.084","0.002","2.2","0.018","",""
"1996","홍릉로","0.046","","2.4","","",""
"1996","홍지문","0.028","0.009","3.5","0.021","91",""
"1995","강남구","0.022","0.012","1.7","0.018","",""
"1995","강서구","0.052","0.009","1.1","0.014","68",""
"1995","관악구","0.021","0.015","0.8","0.012","",""
"1995","광진구","0.032","0.016","0.9","0.013","",""
"1995","구로구","0.029","0.011","0.9","0.018","64",""
"1995","구로구2","0.032","0.014","1","0.015","",""
"1995","도봉구","0.036","0.02","1","0.022","83",""
"1995","도산대로","0.048","0.007","1.9","0.016","",""
"1995","동대문구","0.038","0.012","1.6","0.019","97",""
"1995","마포구","0.034","0.011","1.4","0.02","73",""
"1995","서대문구","0.034","0.009","1.3","0.018","",""
"1995","서초구","0.033","0.012","0.7","0.014","81",""
"1995","성동구","0.039","0.013","1.3","0.018","",""
"1995","성북구","0.022","0.016","1.4","0.024","",""
"1995","송파구","0.034","0.016","1","0.01","58",""
"1995","송파구2","0.037","0.015","1.3","0.018","",""
"1995","신촌로","0.074","0.009","2.1","0.03","",""
"1995","영등포구","0.027","0.013","1.7","0.024","",""
"1995","영등포로","0.062","","2.5","","",""
"1995","용산구","0.031","0.011","1.7","0.014","",""
"1995","은평구","0.027","0.014","1.9","0.013","66",""
"1995","중구","0.039","0.013","1.1","0.02","87",""
"1995","중랑구","0.025","0.011","1.5","0.019","89",""
"1995","천호대로","","","","","",""
"1995","청계천로","0.076","","2.3","","",""
"1995","홍릉로","0.057","","3.3","","",""
"1994","강남구","","","","","",""
"1994","강서구","0.044","0.015","1.1","0.015","",""
"1994","관악구","","","","","",""
"1994","광진구","0.027","0.012","1","0.012","",""
"1994","구로구","0.021","0.017","1.1","0.02","",""
"1994","구로구2","0.032","0.016","1.1","0.016","",""
"1994","도봉구","0.024","0.018","1.4","0.024","",""
"1994","동대문구","","","","","",""
"1994","마포구","","","","","",""
"1994","서대문구","0.035","0.014","1.5","0.019","",""
"1994","서초구","0.042","0.016","0.9","0.016","",""
"1994","성동구","0.028","0.015","1.3","0.022","",""
"1994","성북구","","","","","",""
"1994","송파구","0.028","0.018","1.1","0.011","",""
"1994","송파구2","","","","","",""
"1994","신촌로","0.077","0.009","2.2","0.032","",""
"1994","영등포구","","","","","",""
"1994","영등포로","0.051","0.012","2.6","0.032","",""
"1994","용산구","0.04","0.015","1.6","0.018","",""
"1994","은평구","","","","","",""
"1994","중구","","","","","",""
"1994","천호대로","","","","","",""
"1994","청계천로","0.07","0.002","2","0.041","",""
"1993","강서구","0.035","0.011","1","0.022","",""
"1993","광진구","0.022","0.011","1.1","0.014","",""
"1993","구로구","0.032","0.014","1.3","0.03","",""
"1993","구로구2","0.03","0.016","1.3","0.021","",""
"1993","도봉구","0.031","0.016","1.7","0.03","",""
"1993","서대문구","0.03","0.013","1.7","0.025","",""
"1993","서초구","0.037","0.014","1.3","0.016","",""
"1993","성동구","0.035","0.014","1.4","0.028","",""
"1993","송파구","0.027","0.015","1.1","0.013","",""
"1993","송파구2","","","","","",""
"1993","신촌로","0.075","0.004","2.7","0.044","",""
"1993","영등포로","0.068","0.005","3.5","0.019","",""
"1993","용산구","0.037","0.011","1.8","0.023","",""
"1993","천호대로","","","","","",""
"1993","청계천로","0.062","0.005","2.6","0.022","",""
"1992","강서구","0.031","0.014","1.2","0.028","",""
"1992","광진구","0.02","0.015","1.3","0.023","",""
"1992","구로구","0.031","0.016","1.6","0.047","",""
"1992","구로구2","0.029","0.01","1.9","0.029","",""
"1992","도봉구","0.033","0.014","3","0.046","",""
"1992","서대문구","0.026","0.02","1.9","0.037","",""
"1992","서초구","0.033","0.009","1.6","0.025","",""
"1992","성동구","0.042","0.006","3","0.074","",""
"1992","송파구","0.032","0.013","1.4","0.021","68",""
"1992","송파구2","0.035","0.004","1.8","0.04","",""
"1992","용산구","0.037","0.011","1.8","0.034","",""
"1992","천호대로","0.105","0.014","1.4","0.019","",""
"1991","강서구","0.03","0.011","1.2","0.02","",""
"1991","광진구","0.031","0.019","1.3","0.023","",""
"1991","구로구","0.031","0.017","1.6","0.061","",""
"1991","구로구2","0.029","0.007","2.3","0.04","",""
"1991","도봉구","0.026","0.011","2.4","0.051","",""
"1991","서대문구","0.03","0.018","2.1","0.036","",""
"1991","서초구","0.034","0.011","3.3","0.028","",""
"1991","성동구","0.047","0.009","2.4","0.054","",""
"1991","송파구","0.034","0.013","1.6","0.035","78",""
"1991","송파구2","0.029","0.011","1.2","0.021","",""
"1991","용산구","0.037","0.011","2","0.037","",""
"1991","천호대로","","","","","",""
"1990","광진구","0.036","0.008","2.5","0.025","",""
"1990","구로구","0.026","0.014","2.9","0.074","",""
"1990","구로구2","0.027","0.016","4","0.051","",""
"1990","도봉구","0.022","0.007","2.8","0.066","",""
"1990","서대문구","0.026","0.011","3.4","0.062","",""
"1990","서초구","0.033","0.008","2.7","0.049","",""
"1990","성동구","0.044","0.009","2.5","0.065","",""
"1990","송파구","0.032","0.015","1.8","0.042","57",""
"1990","송파구2","0.033","0.009","1.7","0.04","",""
"1990","용산구","0.035","0.01","2.4","0.027","",""
"1990","천호대로","0.021","0.014","3.5","0.02","",""
"1989","광진구","0.032","0.01","2.5","0.036","",""
"1989","구로구","0.034","0.007","5.4","0.091","",""
"1989","구로구2","0.024","0.018","4.2","0.073","",""
"1989","도봉구","0.03","0.008","4.8","0.081","",""
"1989","서대문구","0.033","0.013","4.5","0.105","",""
"1989","서초구","0.036","0.009","2.5","0.059","",""
"1989","성동구","0.041","0.01","2.8","0.075","",""
"1989","송파구","0.032","0.014","2","0.049","61",""
"1989","송파구2","0.028","0.007","2","0.05","",""
"1989","용산구","0.039","0.011","2.1","0.084","",""
"1988","광진구","0.027","0.008","2.5","0.057","",""
"1988","구로구","0.029","0.003","2.9","0.081","",""
"1988","구로구2","0.018","0.011","3.7","0.09","",""
"1988","도봉구","0.03","0.017","4","0.097","",""
"1988","서대문구","0.029","0.015","4.2","0.121","",""
"1988","서초구","0.034","0.011","2.6","0.057","",""
"1988","성동구","0.034","0.008","3.9","0.078","",""
"1988","송파구","0.03","0.012","1.9","0.039","68",""
"1988","송파구2","0.029","0.006","1.8","0.039","",""
"1988","용산구","0.026","0.01","2.7","0.072","",""
"1987","광진구","0.027","0.006","1.8","0.051","",""
"1987","구로구","0.032","0.008","3.5","0.078","",""
"1987","구로구2","0.022","0.008","3.2","0.103","",""
"1987","도봉구","0.033","0.012","4.6","0.097","",""
"1987","서대문구","0.053","0.014","4.2","0.055","",""
"1987","서초구","0.037","0.017","2.9","0.064","",""
"1987","성동구","0.035","0.022","3.8","0.094","",""
"1987","송파구","0.032","0.014","1.8","","",""
"1987","송파구2","0.048","0.005","2","0.04","",""
"1987","용산구","0.026","0.012","2.6","0.056","",""