"螟沥斥档","螟沥家疙","捞魂拳龙家丑档(ppm)","坷粮丑档(ppm)","老魂拳藕家丑档(ppm)","酒炔魂啊胶(ppm)","固技刚瘤(Ф/З)","檬固技刚瘤(Ф/З)"
"2015","付器备","0.03","0.025","0.5","0.005","46","26"
"2015","辑措巩备","0.035","0.024","0.5","0.005","42","21"
"2015","辑檬备","0.03","0.021","0.5","0.005","48","23"
"2015","己悼备","0.032","0.021","0.5","0.004","46","23"
"2015","己合备","0.032","0.022","0.6","0.006","42","21"
"2015","价颇备","0.029","0.023","0.6","0.005","44","22"
"2015","脚锰肺","0.054","0.01","0.8","0.007","55","26"
"2015","剧玫备","0.036","0.022","0.5","0.006","48","24"
"2015","康殿器备","0.029","0.022","0.6","0.006","49","24"
"2015","康殿器肺","0.059","0.012","0.6","0.007","55","28"
"2015","侩魂备","0.033","0.02","0.4","0.005","42","24"
"2015","篮乞备","0.032","0.021","0.5","0.005","45","23"
"2015","沥釜肺","0.04","0.024","0.6","0.007","48","23"
"2015","辆肺","0.047","0.017","0.6","0.005","50","26"
"2015","辆肺备","0.033","0.022","0.4","0.006","50","25"
"2015","吝备","0.036","0.023","0.6","0.005","44","23"
"2015","吝尔备","0.034","0.023","0.5","0.006","45","23"
"2015","玫龋措肺","0.045","0.017","0.6","0.005","50","24"
"2015","没拌玫肺","0.041","0.018","0.6","0.009","47","19"
"2015","茄碍措肺","0.05","0.013","0.6","0.005","51","25"
"2015","全釜肺","0.049","0.014","0.7","0.006","46","30"
"2015","全瘤巩","0.045","0.019","0.5","0.006","47","29"
"2015","拳尔肺","0.052","0.014","0.7","0.005","47","24"
"2014","碍巢备","0.036","0.024","0.4","0.006","46","26"
"2014","碍巢措肺","0.067","0.01","0.8","0.006","60","35"
"2014","碍悼备","0.034","0.023","0.6","0.005","45","24"
"2014","碍函合肺","0.057","0.013","0.5","0.005","57","37"
"2014","碍合备","0.03","0.024","0.4","0.005","46","23"
"2014","碍辑备","0.034","0.024","0.5","0.007","46","24"
"2014","傍亲措肺","0.036","0.018","0.7","0.007","62","29"
"2014","包厩备","0.034","0.022","0.6","0.005","51","25"
"2014","堡柳备","0.028","0.027","0.6","0.005","50","23"
"2014","备肺备","0.032","0.024","0.6","0.006","48","24"
"2014","陛玫备","0.03","0.021","0.5","0.006","43","26"
"2014","畴盔备","0.03","0.026","0.4","0.006","45","22"
"2014","档豪备","0.03","0.028","0.5","0.006","43","24"
"2014","档魂措肺","0.045","0.017","0.7","0.006","49","25"
"2014","悼措巩备","0.034","0.024","0.6","0.006","46","24"
"2014","悼累备","0.036","0.024","0.5","0.007","43","25"
"2014","悼累措肺","0.065","0.013","0.8","0.007","54","26"
"2014","付器备","0.034","0.023","0.6","0.005","48","25"
"2014","辑措巩备","0.035","0.025","0.5","0.005","45","22"
"2014","辑檬备","0.032","0.023","0.5","0.005","47","25"
"2014","己悼备","0.039","0.019","0.4","0.005","47","24"
"2014","己合备","0.036","0.023","0.5","0.004","43","22"
"2014","价颇备","0.032","0.023","0.6","0.004","43","23"
"2014","脚锰肺","0.054","0.012","0.9","0.006","57","27"
"2014","剧玫备","0.035","0.022","0.5","0.007","47","24"
"2014","康殿器备","0.032","0.025","0.7","0.006","46","25"
"2014","康殿器肺","0.059","0.013","0.7","0.007","56","30"
"2014","侩魂备","0.035","0.021","0.5","0.006","45","23"
"2014","篮乞备","0.032","0.023","0.6","0.005","45","23"
"2014","沥釜肺","0.043","0.023","0.6","0.006","51","24"
"2014","辆肺","0.047","0.017","0.6","0.005","52","30"
"2014","辆肺备","0.034","0.022","0.4","0.006","45","23"
"2014","吝备","0.037","0.022","0.5","0.006","46","21"
"2014","吝尔备","0.032","0.025","0.5","0.006","47","25"
"2014","玫龋措肺","0.045","0.016","0.6","0.005","50","23"
"2014","没拌玫肺","0.043","0.015","0.6","0.007","46","25"
"2014","茄碍措肺","0.054","0.011","0.7","0.005","52","26"
"2014","全釜肺","0.05","0.016","0.6","0.006","50","35"
"2014","全瘤巩","0.048","0.016","0.5","0.007","50","33"
"2014","拳尔肺","0.048","0.014","0.8","0.005","54","29"
"2013","碍巢备","0.036","0.022","0.5","0.006","47","27"
"2013","碍巢措肺","0.067","0.01","0.8","0.006","58","35"
"2013","碍悼备","0.034","0.02","0.6","0.005","43","24"
"2013","碍函合肺","0.057","0.011","0.6","0.005","55","38"
"2013","碍合备","0.032","0.023","0.4","0.006","45","26"
"2013","碍辑备","0.038","0.024","0.6","0.007","46","21"
"2013","傍亲措肺","0.042","0.02","0.6","0.006","58","28"
"2013","包厩备","0.03","0.023","0.6","0.006","46","27"
"2013","包厩魂","0.018","0.04","","0.006","34","23"
"2013","堡柳备","0.03","0.022","0.6","0.004","46","25"
"2013","备肺备","0.032","0.021","0.6","0.006","47","25"
"2013","陛玫备","0.036","0.022","0.5","0.007","45","28"
"2013","巢魂","0.032","0.026","0.6","0.006","46","25"
"2013","畴盔备","0.033","0.024","0.5","0.006","44","24"
"2013","档豪备","0.032","0.025","0.6","0.005","43","25"
"2013","档魂措肺","0.042","0.015","0.8","0.005","48","26"
"2013","悼措巩备","0.032","0.023","0.5","0.006","45","26"
"2013","悼累备","0.032","0.023","0.5","0.008","42","29"
"2013","悼累措肺","0.055","0.013","0.7","0.005","53","28"
"2013","付器备","0.032","0.022","0.6","0.005","46","24"
"2013","合茄魂","0.018","0.027","0.5","0.005","36","22"
"2013","辑措巩备","0.031","0.022","0.4","0.005","43","23"
"2013","辑檬备","0.034","0.022","0.6","0.005","45","25"
"2013","己悼备","0.033","0.018","0.4","0.003","44","24"
"2013","己合备","0.037","0.02","0.6","0.004","41","21"
"2013","技邦","0.034","0.016","0.7","0.005","55","28"
"2013","价颇备","0.032","0.022","0.5","0.005","42","24"
"2013","脚锰肺","0.052","0.013","0.9","0.005","58","29"
"2013","剧玫备","0.035","0.023","0.5","0.006","47","29"
"2013","康殿器备","0.032","0.022","0.6","0.006","46","27"
"2013","康殿器肺","0.057","0.011","0.8","0.007","54","30"
"2013","侩魂备","0.036","0.02","0.5","0.006","44","25"
"2013","篮乞备","0.031","0.021","0.6","0.005","44","25"
"2013","沥釜肺","0.041","0.025","0.5","0.005","48","23"
"2013","辆肺","0.047","0.017","0.6","0.005","48","30"
"2013","辆肺备","0.035","0.02","0.5","0.006","45","24"
"2013","吝备","0.04","0.021","0.5","0.006","43","24"
"2013","吝尔备","0.029","0.021","0.5","0.005","45","26"
"2013","玫龋措肺","0.048","0.015","0.5","0.005","46","26"
"2013","没拌玫肺","0.049","0.017","0.7","0.007","47","28"
"2013","茄碍措肺","0.053","0.015","0.8","0.006","53","25"
"2013","亲悼","0.028","0.023","0.5","0.005","46","18"
"2013","青林","0.029","0.02","0.6","0.006","50","25"
"2013","全釜肺","0.051","0.015","0.6","0.007","58","37"
"2013","全瘤巩","0.049","0.017","0.6","0.007","53","33"
"2013","拳尔肺","0.048","0.013","0.8","0.005","54","32"
"2012","碍巢备","0.037","0.017","0.5","0.005","43",""
"2012","碍巢措肺","0.066","0.009","0.8","0.005","52","34"
"2012","碍悼备","0.03","0.024","0.4","0.006","39",""
"2012","碍函合肺","0.053","0.012","0.6","0.004","48","33"
"2012","碍合备","0.031","0.023","0.4","0.004","41",""
"2012","碍辑备","0.031","0.02","0.5","0.006","44","26"
"2012","傍亲措肺","0.034","0.018","0.5","0.005","52","27"
"2012","包厩备","0.032","0.023","0.6","0.005","40",""
"2012","堡柳备","0.028","0.021","0.6","0.004","41","25"
"2012","备肺备","0.031","0.022","0.5","0.005","41",""
"2012","陛玫备","0.033","0.022","0.5","0.006","43",""
"2012","畴盔备","0.03","0.021","0.5","0.006","41",""
"2012","档豪备","0.025","0.023","0.6","0.005","38",""
"2012","档魂措肺","0.04","0.015","0.9","0.005","45","24"
"2012","悼措巩备","0.033","0.021","0.7","0.005","43",""
"2012","悼累备","0.034","0.022","0.5","0.007","42",""
"2012","悼累措肺","0.058","0.011","0.7","0.005","52","24"
"2012","付器备","0.028","0.02","0.6","0.005","42",""
"2012","辑措巩备","0.027","0.022","0.5","0.006","38",""
"2012","辑檬备","0.033","0.022","0.6","0.005","43",""
"2012","己悼备","0.024","0.021","0.5","0.005","43",""
"2012","己合备","0.031","0.021","0.6","0.004","38",""
"2012","价颇备","0.029","0.022","0.6","0.005","39",""
"2012","脚锰肺","0.053","0.011","0.9","0.005","50","28"
"2012","剧玫备","0.032","0.021","0.4","0.006","43",""
"2012","康殿器备","0.03","0.021","0.7","0.007","44",""
"2012","康殿器肺","0.056","0.01","0.7","0.006","47","26"
"2012","侩魂备","0.033","0.019","0.5","0.004","40",""
"2012","篮乞备","0.026","0.022","0.5","0.005","39",""
"2012","沥釜肺","0.039","0.02","0.5","0.005","44","23"
"2012","辆肺","0.048","0.016","0.6","0.005","44","29"
"2012","辆肺备","0.028","0.022","0.5","0.007","41","22"
"2012","吝备","0.03","0.02","0.5","0.005","39",""
"2012","吝尔备","0.03","0.021","0.5","0.004","42",""
"2012","玫龋措肺","0.046","0.018","0.6","0.005","43","27"
"2012","没拌玫肺","0.047","0.016","0.6","0.006","43","24"
"2012","茄碍措肺","0.049","0.011","0.7","0.005","49","23"
"2012","全釜肺","0.048","0.012","0.6","0.006","50","30"
"2012","全瘤巩","0.044","0.014","0.5","0.006","39","27"
"2012","拳尔肺","0.044","0.013","0.7","0.005","49","36"
"2011","碍巢备","0.044","0.014","0.5","0.005","50",""
"2011","碍巢措肺","0.073","0.008","0.9","0.005","65",""
"2011","碍悼备","0.029","0.02","0.6","0.006","45",""
"2011","碍函合肺","0.048","0.01","0.7","0.004","61",""
"2011","碍合备","0.034","0.02","0.5","0.006","39",""
"2011","碍辑备","0.036","0.02","0.5","0.006","50",""
"2011","傍亲措肺","0.035","0.017","0.5","0.005","61",""
"2011","包厩备","0.035","0.019","0.6","0.004","49",""
"2011","堡柳备","0.03","0.021","0.7","0.004","48",""
"2011","备肺备","0.034","0.021","0.6","0.005","49",""
"2011","陛玫备","0.036","0.019","0.5","0.006","43",""
"2011","畴盔备","0.031","0.02","0.5","0.006","42",""
"2011","档豪备","0.025","0.022","0.6","0.004","45",""
"2011","档魂措肺","0.039","0.015","0.8","0.005","53",""
"2011","悼措巩备","0.037","0.017","0.6","0.005","49",""
"2011","悼累备","0.035","0.021","0.5","0.006","46",""
"2011","悼累措肺","0.057","0.01","0.7","0.005","61",""
"2011","付器备","0.034","0.017","0.6","0.004","51",""
"2011","辑措巩备","0.028","0.021","0.5","0.005","47",""
"2011","辑檬备","0.035","0.019","0.6","0.005","50",""
"2011","己悼备","0.027","0.018","0.4","0.004","50",""
"2011","己合备","0.033","0.019","0.6","0.004","42",""
"2011","价颇备","0.029","0.021","0.6","0.005","47",""
"2011","脚锰肺","0.056","0.01","0.9","0.006","54",""
"2011","剧玫备","0.035","0.018","0.4","0.006","43",""
"2011","康殿器备","0.037","0.018","0.7","0.005","50",""
"2011","康殿器肺","0.057","0.01","0.8","0.006","58",""
"2011","侩魂备","0.035","0.018","0.5","0.005","49",""
"2011","篮乞备","0.028","0.021","0.6","0.005","47",""
"2011","沥釜肺","0.04","0.018","0.6","0.004","52",""
"2011","辆肺","0.047","0.014","0.7","0.006","54",""
"2011","辆肺备","0.029","0.017","0.5","0.007","46",""
"2011","吝备","0.034","0.017","0.6","0.005","47",""
"2011","吝尔备","0.03","0.02","0.5","0.005","48",""
"2011","玫龋措肺","0.046","0.014","0.7","0.006","52",""
"2011","没拌玫肺","0.046","0.015","0.7","0.006","48",""
"2011","茄碍措肺","0.05","0.014","0.7","0.006","50",""
"2011","全釜肺","0.05","0.013","0.7","0.007","55",""
"2011","全瘤巩","0.048","0.011","0.7","0.006","47",""
"2011","拳尔肺","0.052","0.012","0.8","0.004","59",""
"2010","碍巢备","0.042","0.014","0.5","0.005","52",""
"2010","碍巢措肺","0.076","0.007","1","0.005","65",""
"2010","碍悼备","0.031","0.019","0.4","0.006","48",""
"2010","碍函合肺","0.054","0.01","0.7","0.003","58",""
"2010","碍合备","0.035","0.022","0.5","0.006","45",""
"2010","碍辑备","0.037","0.02","0.6","0.006","49",""
"2010","包厩备","0.035","0.019","0.6","0.004","55",""
"2010","堡柳备","0.031","0.023","0.6","0.004","47",""
"2010","备肺备","0.034","0.02","0.6","0.004","51",""
"2010","陛玫备","0.035","0.02","0.5","0.007","48",""
"2010","畴盔备","0.03","0.022","0.5","0.005","41",""
"2010","档豪备","0.027","0.023","0.6","0.004","44",""
"2010","档魂措肺","0.041","0.014","0.8","0.004","55",""
"2010","悼措巩备","0.037","0.015","0.5","0.005","52",""
"2010","悼累备","0.035","0.022","0.5","0.006","48",""
"2010","悼累措肺","","","","","",""
"2010","付器备","0.034","0.015","0.6","0.005","52",""
"2010","辑措巩备","0.034","0.022","0.5","0.004","53",""
"2010","辑檬备","0.032","0.018","0.5","0.004","50",""
"2010","己悼备","0.03","0.016","0.4","0.005","49",""
"2010","己合备","0.036","0.017","0.7","0.004","44",""
"2010","价颇备","0.028","0.021","0.6","0.004","47",""
"2010","脚锰肺","0.055","0.011","1.1","0.006","52",""
"2010","剧玫备","0.033","0.021","0.6","0.006","52",""
"2010","康殿器备","0.038","0.019","0.6","0.004","52",""
"2010","康殿器肺","0.057","0.01","0.9","0.006","62",""
"2010","侩魂备","0.038","0.018","0.5","0.006","50",""
"2010","篮乞备","0.029","0.023","0.6","0.005","47",""
"2010","辆肺","0.046","0.013","0.7","0.006","58",""
"2010","辆肺备","0.036","0.021","0.4","0.006","50",""
"2010","吝备","0.033","0.017","0.7","0.005","49",""
"2010","吝尔备","0.028","0.018","0.5","0.004","49",""
"2010","玫龋措肺","0.045","0.013","0.6","0.006","50",""
"2010","没拌玫肺","0.045","0.014","0.7","0.007","50",""
"2010","茄碍措肺","0.054","0.012","0.8","0.006","51",""
"2010","全釜肺","0.05","0.012","0.8","0.006","54",""
"2010","全瘤巩","0.049","0.011","0.7","0.006","50",""
"2010","拳尔肺","0.054","0.011","0.8","0.004","61",""
"2009","碍巢备","0.044","0.015","0.6","0.007","56",""
"2009","碍巢措肺","0.075","0.004","1.1","0.005","79",""
"2009","碍悼备","0.033","0.019","0.4","0.006","53",""
"2009","碍函合肺","0.052","0.007","0.7","0.004","63",""
"2009","碍合备","0.038","0.024","0.5","0.006","54",""
"2009","碍辑备","0.035","0.022","0.6","0.006","57",""
"2009","包厩备","0.036","0.021","0.6","0.005","56",""
"2009","堡柳备","0.033","0.023","0.6","0.004","52",""
"2009","备肺备","0.037","0.022","0.6","0.004","55",""
"2009","备肺备2","0.03","0.034","0.5","0.004","50",""
"2009","陛玫备","0.04","0.023","0.6","0.007","55",""
"2009","畴盔备","0.031","0.023","0.5","0.005","55",""
"2009","档豪备","0.032","0.025","0.7","0.005","50",""
"2009","档魂措肺","0.052","0.016","0.8","0.007","54",""
"2009","悼措巩备","0.038","0.022","0.6","0.005","53",""
"2009","悼累备","0.035","0.024","0.5","0.006","55",""
"2009","付器备","0.035","0.017","0.6","0.004","57",""
"2009","辑措巩备","0.035","0.02","0.6","0.005","56",""
"2009","辑檬备","0.032","0.019","0.6","0.004","55",""
"2009","己悼备","0.031","0.02","0.5","0.004","55",""
"2009","己合备","0.038","0.021","0.7","0.004","51",""
"2009","价颇备","0.03","0.023","0.7","0.004","52",""
"2009","价颇备2","0.038","0.015","0.6","0.005","62",""
"2009","脚锰肺","0.059","0.013","1.1","0.006","63",""
"2009","剧玫备","0.037","0.022","0.5","0.007","52",""
"2009","康殿器备","0.039","0.018","0.7","0.004","53",""
"2009","康殿器肺","0.058","0.009","0.9","0.008","67",""
"2009","侩魂备","0.039","0.02","0.6","0.006","56",""
"2009","篮乞备","0.026","0.025","0.6","0.006","53",""
"2009","辆肺","0.05","0.011","0.7","0.007","63",""
"2009","辆肺备","0.035","0.021","0.7","0.007","53",""
"2009","吝备","0.038","0.02","0.8","0.006","53",""
"2009","吝尔备","0.033","0.023","0.5","0.005","51",""
"2009","玫龋措肺","0.048","0.011","0.7","0.006","50",""
"2009","没拌玫肺","0.048","0.014","0.8","0.008","55",""
"2009","茄碍措肺","0.056","0.01","0.9","0.007","65",""
"2009","全釜肺","0.052","0.01","0.8","0.007","67",""
"2009","全瘤巩","0.049","0.013","0.7","0.007","59",""
"2009","拳尔肺","0.054","0.007","1","0.004","70",""
"2008","碍巢备","0.038","0.014","0.5","0.005","54",""
"2008","碍悼备","0.034","0.015","0.4","0.006","53",""
"2008","碍合备","0.034","0.021","0.6","0.007","55",""
"2008","碍辑备","0.04","0.017","0.5","0.006","57",""
"2008","包厩备","0.043","0.019","0.6","0.007","56",""
"2008","堡柳备","0.034","0.02","0.7","0.005","48",""
"2008","备肺备","0.038","0.021","0.6","0.005","55",""
"2008","备肺备2","0.036","0.018","0.6","0.006","63",""
"2008","陛玫备","0.04","0.02","0.5","0.007","56",""
"2008","畴盔备","0.033","0.017","0.5","0.006","58",""
"2008","档豪备","0.036","0.022","0.8","0.007","53",""
"2008","档魂措肺","0.052","0.011","0.9","0.007","54",""
"2008","悼措巩备","0.04","0.02","0.6","0.008","49",""
"2008","悼累备","0.038","0.018","0.5","0.006","61",""
"2008","付器备","0.041","0.019","0.5","0.007","60",""
"2008","辑措巩备","0.035","0.017","0.6","0.005","56",""
"2008","辑檬备","0.039","0.019","0.6","0.004","55",""
"2008","己悼备","0.038","0.02","0.5","0.004","54",""
"2008","己合备","0.038","0.019","0.7","0.005","50",""
"2008","价颇备","0.034","0.022","0.7","0.005","53",""
"2008","价颇备2","0.037","0.017","0.5","0.006","58",""
"2008","脚锰肺","0.059","0.013","1.1","0.006","63",""
"2008","剧玫备","0.038","0.019","0.5","0.007","53",""
"2008","康殿器备","0.039","0.016","0.6","0.006","56",""
"2008","康殿器肺","0.063","0.01","0.8","0.007","68",""
"2008","侩魂备","0.043","0.016","0.5","0.005","55",""
"2008","篮乞备","0.029","0.021","0.5","0.005","55",""
"2008","辆肺","0.052","0.014","0.7","0.006","55",""
"2008","辆肺备","0.036","0.019","0.6","0.008","52",""
"2008","吝备","0.039","0.019","0.7","0.004","53",""
"2008","吝尔备","0.041","0.016","0.6","0.009","58",""
"2008","玫龋措肺","0.05","0.014","0.7","0.005","50",""
"2008","没拌玫肺","0.047","0.013","1","0.009","56",""
"2008","茄碍措肺","0.056","0.009","0.9","0.006","63",""
"2008","全釜肺","0.058","0.009","0.7","0.007","61",""
"2008","全瘤巩","0.046","0.011","0.8","0.008","59",""
"2007","碍巢备","0.035","0.021","0.7","0.006","60",""
"2007","碍悼备","0.037","0.017","0.6","0.006","65",""
"2007","碍合备","0.036","0.019","0.6","0.008","59",""
"2007","碍辑备","0.034","0.015","0.5","0.005","61",""
"2007","包厩备","0.041","0.019","0.7","0.007","61",""
"2007","堡柳备","0.033","0.019","0.6","0.005","58",""
"2007","备肺备","0.038","0.022","0.7","0.005","60",""
"2007","备肺备2","0.036","0.017","0.6","0.005","64",""
"2007","陛玫备","0.043","0.019","0.7","0.007","63",""
"2007","畴盔备","0.034","0.021","0.6","0.006","56",""
"2007","档豪备","0.037","0.019","0.7","0.006","65",""
"2007","档魂措肺","0.052","0.011","1","0.008","61",""
"2007","悼措巩备","0.042","0.019","0.7","0.008","63",""
"2007","悼累备","0.037","0.018","0.6","0.008","61",""
"2007","付器备","0.039","0.018","0.7","0.007","58",""
"2007","辑措巩备","0.04","0.02","0.9","0.006","61",""
"2007","辑檬备","0.038","0.018","0.7","0.006","64",""
"2007","己悼备","0.042","0.016","0.7","0.006","62",""
"2007","己合备","0.038","0.019","0.7","0.006","58",""
"2007","价颇备","0.037","0.018","0.7","0.005","70",""
"2007","价颇备2","0.042","0.017","0.7","0.007","66",""
"2007","脚锰肺","0.054","0.007","0.6","0.007","70",""
"2007","剧玫备","0.038","0.018","0.7","0.008","57",""
"2007","康殿器备","0.044","0.016","0.6","0.007","55",""
"2007","康殿器肺","0.051","0.008","0.7","0.007","68",""
"2007","侩魂备","0.038","0.017","0.6","0.006","63",""
"2007","篮乞备","0.028","0.019","0.6","0.005","64",""
"2007","辆肺备","0.037","0.018","0.7","0.008","59",""
"2007","吝备","0.036","0.017","0.7","0.006","59",""
"2007","吝尔备","0.043","0.016","0.6","0.008","67",""
"2007","玫龋措肺","","","","","",""
"2007","没拌玫肺","0.044","0.009","0.7","0.006","66",""
"2007","茄碍措肺","0.053","0.009","0.8","0.007","69",""
"2007","全釜肺","0.059","0.009","1","0.009","72",""
"2007","全瘤巩","0.047","0.012","0.9","0.009","71",""
"2006","碍巢备","0.036","0.016","0.5","0.006","58",""
"2006","碍悼备","0.035","0.016","0.7","0.007","62",""
"2006","碍合备","0.034","0.02","0.7","0.006","55",""
"2006","碍辑备","0.04","0.017","0.6","0.004","65",""
"2006","包厩备","0.04","0.018","0.6","0.007","60",""
"2006","堡柳备","0.033","0.017","0.5","0.005","68",""
"2006","备肺备","0.035","0.016","0.6","0.005","62",""
"2006","备肺备2","0.035","0.015","0.5","0.004","67",""
"2006","陛玫备","0.036","0.017","0.7","0.007","62",""
"2006","畴盔备","0.031","0.023","0.6","0.005","54",""
"2006","档豪备","0.031","0.017","0.5","0.005","62",""
"2006","档魂措肺","0.051","0.01","1","0.006","67",""
"2006","悼措巩备","0.043","0.02","0.6","0.006","65",""
"2006","悼累备","0.036","0.018","0.7","0.006","57",""
"2006","付器备","0.04","0.019","0.8","0.006","53",""
"2006","辑措巩备","0.035","0.017","0.6","0.004","57",""
"2006","辑檬备","0.039","0.017","0.7","0.006","59",""
"2006","己悼备","0.031","0.016","0.5","0.005","60",""
"2006","己合备","0.034","0.016","0.6","0.005","51",""
"2006","价颇备","0.034","0.017","0.5","0.006","61",""
"2006","价颇备2","0.044","0.019","0.6","0.006","60",""
"2006","脚锰肺","0.051","0.009","0.7","0.007","59",""
"2006","剧玫备","0.037","0.017","0.7","0.005","58",""
"2006","康殿器备","0.04","0.016","0.6","0.007","55",""
"2006","康殿器肺","0.046","0.008","0.6","0.007","56",""
"2006","侩魂备","0.035","0.017","0.5","0.005","58",""
"2006","篮乞备","0.027","0.022","0.6","0.004","69",""
"2006","辆肺备","0.035","0.017","0.6","0.005","60",""
"2006","吝备","0.04","0.017","0.7","0.005","60",""
"2006","吝尔备","0.038","0.015","0.6","0.006","55",""
"2006","玫龋措肺","","","","","",""
"2006","没拌玫肺","0.042","0.01","0.7","0.007","61",""
"2006","茄碍措肺","0.053","0.008","0.8","0.007","65",""
"2006","全釜肺","0.054","0.008","1.4","0.008","70",""
"2006","全瘤巩","0.045","0.012","0.9","0.008","70",""
"2005","碍巢备","0.036","0.015","0.5","0.005","46",""
"2005","碍悼备","0.034","0.018","0.6","0.005","59",""
"2005","碍合备","0.035","0.02","0.6","0.007","55",""
"2005","碍辑备","0.034","0.017","0.6","0.004","62",""
"2005","包厩备","0.037","0.021","0.6","0.006","53",""
"2005","堡柳备","0.032","0.018","0.5","0.004","68",""
"2005","备肺备","0.036","0.016","0.5","0.005","57",""
"2005","备肺备2","0.028","0.012","0.5","0.004","63",""
"2005","陛玫备","0.033","0.02","0.6","0.006","55",""
"2005","畴盔备","0.03","0.023","0.6","0.005","53",""
"2005","档豪备","0.03","0.02","0.4","0.005","72",""
"2005","档魂措肺","0.05","0.01","1","0.007","71",""
"2005","悼措巩备","0.048","0.017","0.5","0.007","47",""
"2005","悼累备","0.032","0.02","0.7","0.005","56",""
"2005","付器备","0.036","0.015","0.7","0.006","44",""
"2005","辑措巩备","0.037","0.013","0.8","0.005","58",""
"2005","辑檬备","0.036","0.015","0.5","0.006","61",""
"2005","己悼备","0.034","0.015","0.5","0.004","62",""
"2005","己合备","0.028","0.014","0.5","0.004","52",""
"2005","价颇备","0.037","0.014","0.5","0.005","55",""
"2005","价颇备2","0.036","0.015","0.5","0.005","56",""
"2005","脚锰肺","0.052","0.008","0.7","0.006","65",""
"2005","剧玫备","0.035","0.018","0.6","0.006","56",""
"2005","康殿器备","0.032","0.016","0.5","0.006","53",""
"2005","康殿器肺","0.051","0.007","0.7","0.006","65",""
"2005","侩魂备","0.032","0.014","0.4","0.006","63",""
"2005","篮乞备","0.028","0.022","0.5","0.004","70",""
"2005","辆肺备","0.032","0.02","0.6","0.007","52",""
"2005","吝备","0.039","0.017","0.7","0.004","73",""
"2005","吝尔备","0.037","0.015","0.6","0.006","58",""
"2005","玫龋措肺","0.011","0.018","0.1","0.029","399",""
"2005","没拌玫肺","0.057","0.006","0.7","0.007","72",""
"2005","茄碍措肺","0.054","0.007","0.8","0.007","79",""
"2005","全釜肺","0.053","0.008","1.5","0.01","65",""
